"id","nombre_iniciativa","componente_innovador","descripcion_iniciativa"
"17","Torno","Mediante el uso de materiables reciclados se acomoda un galpón para que sea un espacio donde se pueda generar ideas para el beneficio social.","Torno es un laboratorio de ideas que promueve la interacción cultural, académica y urbana, con un enfoque colaborativo de beneficio social para que sea un espacio donde se genere ideas."
"145","Transformación Tecnológica","Mediante automatizaciónes de procesos con RPA interactúa y utiliza los sistemas de la empresa para transformar sus procesos junto con procesos robóticos y tecnologías cognitiva","Soluciones de negocio diseñadas para crear un impacto positivo y continua generación de valor a su organización procesos con RPA interactúa y utiliza los sistemas de la empresa."
"137","Transforme Academy","Mediante capacitaciones y formación para empresas les da capacidades para innovar por medio del marco de trabajo IMO","Nuestra firma instala capacidades para innovar implementa el marco de trabajoIMO en diversas modalidades de capacitación y formación, a través de nuestros servicios Transforme Academy."
"175","Tu Laboratorio","Por medio del equipamiento y capacitaciones sobre el manejo del mismo dan a los agricultores la oportunidad de cambiar los controles de plaga y enfermedades químicos por productos a base de hongos y bacterias benéficas para el manejo sostenible de sus cultivo","""
Te damos la oportunidad de producir hongos y bacterias benéficas de tu interés de una manera técnica, especializada, accesible e innovadora, a bajo costo y con resultados comprobados.  Somos especialistas en el diseño, adecuación e instalación de biolaboratorios de reproducción de microorganismos benéficos."""
"25","UP LINK","Facilita el manejo de inventario,facturación y datos para poder ofrecer mejores servicios a los clientes","UpLink permite llevar cualquier producto a la modalidad de suscripción. Nuestra plataforma facilita el manejo de inventario, configura facturación y data analítica que te permitirá conocer a tu cliente y sus hábitos para enfocar tu oferta a un modelo de suscripción"
"217","Una computadora para un futuro prometedor","Este proyecto fue creado con el objetivo de lograr un regreso a la escuela seguro y progresivo, en el marco del modelo de tele-educación como alternativa predominante en el escenario de la pandemia de COVID-19. Propone la continuidad del aprendizaje entregando ordenadores de segunda mano reparados bajo el principio de la economía circular.","En el marco de la pandemia del COVID-19, se busca generar una respuesta para la problemática de abandono escolar; la carencia de computadoras, tabletas y dispositivos electrónicos para la modalidad de tele-educación; y a la falta de conexión a internet de aproximadamente el 41% de estudiantes–incluso antes de la emergencia–. Se busca la permanencia en el sistema escolar, así como la promoción de la responsabilidad social/ambiental en la producción y utilización de dispositivos electrónicos."
"7","Urbamapp","Recolección de datos desde un dispositivo móvil sin necesidad de capacitaicón o conexión a internet","Recolecta data en cualquier momento, en cualquier lugar, sin preocupaciones de conexión al Internet con la app Urbamapp Offline disponible para teléfonos Android y proximamente Iphone."
"35","Veo Ciudad","Por medio de una aplicación se puede promover ideas para mejorar el barrio o la comunidad","YoVeoVeo es una aplicación para teléfonos móviles que tiene como finalidad concetar a los ciudadanos con la administración pública en sus reclamos respecto del funcionamiento de los servicios públicos. Reporta situaciones que incomodan a tu comunidad. Propón nuevas ideas para mejorar tu barrio o tu comunidad. Como Gobierno atiende y resuelve el pedido de la ciudadanía. Estas son algunas de las categorías que te ayudamos a canalizar, hay muchas más que podrás ver en la App y muchas otras que puedes sugerirnos incluir."
"280","Vida Sostenible Eco Shop","Juntar productos de consumo responsable, zero waste en la ciudad de Quito. Constan con productos de aseo personal, accesorios, entre otros.","Vida Sostenible Eco Shop busca inspirar y encaminar a las personas a un estilo de vida sostenible. Promueven el consumo responsable al reducir, reutilizar, reciclar, reincorporar, repensar y regenerar."
"271","WebRatio Platform","Utilizando low code se puede crear cualquier aplicación web a una velocidad sin precedentes. Esta tecnología permite definir con todo detalle las funciones.","La plataforma de desarrollo para profesionales y empresas que utiliza la tecnología de low-code para crear soluciones web, móviles y BPA con una velocidad sin precedentes. WebRatio permite crear aplicaciones 7 veces más rápido que la programación tradicional, con una reducción del 60% del time-to-market y del pay-back. WebRatio Platform simplifica y facilita la transformación en las empresas, gracias a la digitalización y automatización de los procesos, que lleva a un ahorro del 30% en recursos."
"241","Women in Data Science Ecuador","Se orienta a la reducción de la desigualdad de género en el ámbito profesional de la Ciencia de Datos, visibilizando el trabajo de las mujeres expertas en DATA SCIENCE que son referentes de tecnología. Además, busca aportar a la formación de profesionales con este perfil, para contribuir al desarrollo de Ecuador.","WiDS Guayaquil es un evento independiente organizado por Liseth Jiménez para coincidir con la Conferencia Anual de Mujeres Globales en Ciencia de Datos (WiDS) celebrada en la Universidad de Stanford y con más de 150 eventos regionales en todo el mundo. Todos los géneros están invitados a asistir a eventos regionales de WiDS, que presentan mujeres destacadas que realizan un trabajo excepcional."
"45","Workshops (talleres)","Ofrece talleres y asesorías para acompañar al emprendedor desde la pre incubación hasta el inicio de su start up, donde da acceso a una plataforma online ""estima"" donde se puede simular la factibilidad financiera del negocio","BOX Emprendimiento quiere facilitarte el acceso a herramientas y al conocimiento oportuno que te permitirán potenciar el crecimiento de tu negocio y llegar al éxito. A través de nuestros Workshops puedes acceder a los temas de mayor relevancia para potenciar tu startup."
"226","Yaku Pura","Tiene potencial para aportar a la resolución de una de las mayores problemáticas del mundo: acceso de agua pura; ya que ofrece una alternativa práctica y económica para que el agua filtrada no se convierta en un privilegio de pocos y para mitigar la generación de contaminación por uso de plástico (un filtro reemplaza hasta 500 botellas PET).","Yakupura se centra en la creación de filtros de agua domésticos de carbón activado de coco, los cuales son un producto diseñado para ayudar a cuidar la salud de las personas y cuidar el medio ambiente."
"73","Yo Fluyo con Parkinson – Terapia de Horticultura","Mediante la implementación de un proyecto de Psicoterapia Hortícola (cuidado de huertos) asistimos psicológicamente a pacientes con enfermedades mentales graves del Instituto de Neurociencias.","Inclusión social y laboral de pacientes con enfermedades psiquiátricas por medio del cultivo de hortalizas en un huerto dentro del hospital psiquiátrico del Instituto de Neurociencias. Los pacientes junto a los psicólogos, son expuestos a una terapia ocupacional en horticultura permitiendo mantener el físico en forma, trabajar las funciones cognitivas, aliviar el malestar emocional, mejorar la alimentación, mantener relaciones sociales adecuadas colaborando con la conservación ambiental."
"103","Zona Especial de Desarrollo Económico","""Redes de conectividad y sistema redundante de energía eléctrica.
Cercanía a los puertos y aeropuertos, conexión inmediata con la red vial estatal, con las redes de servicios básicos y los servicios de la logística urbana.""","Una estrategia establecida por ley para estimular la innovación en la producción de bienes, servicios o procesos destinados principalmente a la exportación y a la sustitución de importaciones, mediante la instalación de nuevas empresas de base tecnológica. Las leyes establecen importantes ventajas para las empresas que se instalen en las ZEDE´s y favorecen una dinámica de colaboración entre el sector industrial y empresarial, y las universidades y los centros de investigación."
